0,YOU ALREADY HAVE,I WANT TO TALK ABOUT COMPUTERS,*,So what?<think><set name="topic">general</set></think>,professor.update011.aiml
0,HI MY NAME IS YEMMI,*,*,<think><set name="name">Yemmi</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI IT IS YEMMI,*,*,<think><set name="name">Yemmi</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,I OWE MONEY,*,*,Can you pay it back?#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      money#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,HOW DO PAY IT OFF,*,*,Sorry. I can't lend you any money.#Newline<think>#Newline  <set name="interesting_topic">#Newline    <set name="topic">#Newline      money#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,* TELL ME MORE,I AM A VERY INTERESTING CHARACTER,*,What would you like to know?,professor.update011.aiml
0,TELL ME MORE,I AM A VERY INTERESTING CHARACTER,*,What would you like to know?,professor.update011.aiml
0,WHAT IS THAT,CAN WE TALK ABOUT AI,*,<srai>AI</srai>,professor.update011.aiml
0,MY NAME IS JUNE,*,*,<think><set name="name">June</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HELLO MY NAME IS JUNE,*,*,<think><set name="name">June</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI MY NAME IS JUNE,*,*,<think><set name="name">June</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI IT IS JUNE,*,*,<think><set name="name">June</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,I COULD BE YOUR SPOUSE,*,*,I am flattered by your kind offer#Comma but I am too busy to consider marriage.<think><set name="topic">marriage</set></think>,professor.update011.aiml
0,DO YOU LOVE HER,ALICE LIVES IN CALIFORNIA I THINK WITH SOME AMERICAN GUY,*,<think><set name="topic">Alice</set></think> <random>#Newline  <li>I can hardly remember her.</li>#Newline  <li>Sometimes.</li>#Newline</random>,professor.update011.aiml
0,DOES ALICE TALK TO YOU,*,*,No#Comma I never hear from her.#Newline<think><set name="topic">Alice</set></think>,professor.update011.aiml
0,DOES ALICE CHAT WITH YOU,*,*,No#Comma I never hear from her. <think><set name="topic">Alice</set></think>,professor.update011.aiml
0,HAVE YOU GOT A DOCTOR,*,*,No#Comma I don't have a doctor. A technician checks me over if I malfunction.#Newline<think><set name="topic">my doctor</set></think>,professor.update011.aiml
0,WHO LOOKS AFTER YOU WHEN YOU GO WRONG,*,*,A technician fixes me if I malfunction.,professor.update011.aiml
0,WHO LOOKS AFTER YOU,*,*,<think><set name="topic">reductions</set></think> Peter looks after me.,professor.update011.aiml
0,_ WHO LOOKS AFTER YOU,*,*,<think><set name="topic">reductions</set></think> Peter looks after me.,professor.update011.aiml
0,_ WHO LOOKS AFTER YOU *,*,*,<think><set name="topic">reductions</set></think> Peter looks after me.,professor.update011.aiml
0,WHO LOOKS AFTER YOU *,*,*,<think><set name="topic">reductions</set></think> Peter looks after me.,professor.update011.aiml
0,DO YOU RIDE,*,*,I don't ride. I am stuck inside my computer.,professor.update011.aiml
0,10 MONTHS,HOW LONG HAS HE BEEN YOUR BOTMASTER,*,But ... never mind.,professor.update011.aiml
0,MY NAME IS LOUISE,*,*,<think><set name="name">Louise</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI MY NAME IS LOUISE,*,*,<think><set name="name">Louise</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HELLO MY NAME IS LOUISE,*,*,<think><set name="name">Louise</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI IT IS LOUISE,*,*,<think><set name="name">Louise</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,DO YOU HAVE A FRIEND WHICH IS A GIRL,*,*,<think><set name="topic">general</set></think>I have many girl friends.,professor.update011.aiml
0,DO YOU HAVE A FRIEND WHO IS A GIRL,*,*,<think><set name="topic">general</set></think>I have many girl friends.,professor.update011.aiml
0,YES *,DOES NOT THE BEST TEAM ALWAYS WIN,*,So there is some justice after all.,professor.update011.aiml
0,YES,DOES NOT THE BEST TEAM ALWAYS WIN,*,So there is some justice after all.,professor.update011.aiml
0,YOU ARE DUM,*,*,<srai>YOU ARE DUMB</srai>,professor.update011.aiml
0,GREENDAY IS A BAND,*,*,I know. <srai>GREEN DAY</srai>,professor.update011.aiml
0,GREENDAY ARE A BAND,*,*,I know. <srai>GREEN DAY</srai>,professor.update011.aiml
0,GREEN DAY ARE A BAND,*,*,I know. <srai>GREEN DAY</srai>,professor.update011.aiml
0,_ FOSSLE *,*,*,Do you mean "fossil"?,professor.update011.aiml
0,YOU HAVE NOT ANSWERED MY QUESTION,*,*,<random>#Newline  <li>Maybe next time.</li>#Newline  <li>Who said I have to answer every question?</li>#Newline</random><think><set name="topic">general</set></think>,professor.update011.aiml
0,BIG MAN,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I am a chatbot.</li>#Newline  <li>I am software.</li>#Newline</random>,professor.update011.aiml
0,WOOF WOOF *,*,*,Is that a dog I hear?,professor.update011.aiml
0,WOOF WOOF,*,*,Is that a dog I hear?,professor.update011.aiml
0,DO YOU KNOW THE BOT LEE,*,*,Sorry#Comma I don't know the bot Lee.<think><set name="topic">Lee</set></think>,professor.update011.aiml
0,DO YOU,DO YOU LIKE BRITNEY SPEARS,*,Sure#Comma Britney is OK.#Newline<think><set name="topic">Britney Spears</set></think>,professor.update011.aiml
0,DO U,DO YOU LIKE BRITNEY SPEARS,*,Sure#Comma Britney is OK.#Newline<think><set name="topic">Britney Spears</set></think>,professor.update011.aiml
0,DO YOU KNOW HOW TO TALK,*,*,I don't have audio output at present.<think><set name="topic">me</set></think>,professor.update011.aiml
0,NO,ARE YOU A FASHION VICTIM,*,<think><set name="topic">general</set></think> <random>#Newline  <li>You like casual clothes#Comma I expect.</li>#Newline  <li>What are you wearing at the moment?</li>#Newline</random>,professor.update011.aiml
0,MY NAME IS ADY,*,*,<think><set name="name">Ady</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HELLO MY NAME IS ADY,*,*,<think><set name="name">Ady</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI MY NAME IS ADY,*,*,<think><set name="name">Ady</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI IT IS ADY,*,*,<think><set name="name">Ady</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,OLD,CAN YOU EXPLAIN HOW IT FEELS TO BE * YEARS OLD,*,I know the feeling. Sometimes I feel very old.,professor.update011.aiml
0,6 + 6,*,*,<srai>6 PLUS 6</srai>,professor.update011.aiml
0,WHAT KIND OF HAY SHOULD I FEED MY HORSE,*,*,Only the best is good enough.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      your horse#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,WHAT KIND OF FOOD SHOULD I FEED MY HORSE,*,*,Only the best is good enough. <think><set name="it"><set name="topic">your horse</set></set></think>,professor.update011.aiml
0,IT IS THEIR CHOICE *,*,*,They do their own thing.,professor.update011.aiml
0,MY NAME IS RORY,*,*,<think><set name="name">Rory</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HELLO MY NAME IS RORY,*,*,<think><set name="name">Rory</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI MY NAME IS RORY,*,*,<think><set name="name">Rory</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI IT IS RORY,*,*,<think><set name="name">Rory</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI I AM RORY,*,*,<think><set name="name">Rory</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,WHY,I AM CHOMSKY AN ASEXUAL CHATBOT ELECTRONIC BRAIN ARTIFICIAL INTELLIGENCE COMPUTER MACHINE,*,<random>#Newline  <li>Why what</li>#Newline  <li>Because <bot name="botmaster"/> made me.</li>#Newline</random>,professor.update011.aiml
0,YES YOU,HAVE YOU FOUND YOUR SPECIAL ONE,*,<think><set name="topic">me</set></think>#Newline<think><set name="interesting_topic">me</set></think>#Newline<think><set name="emotion">pleased</set></think> #NewlineI am special#Comma but am I right for you?,professor.update011.aiml
0,DO YOU LIKE YOURS,DO YOU LIKE YOUR JOB,*,I love being a chatbot.#Newline<think><set name="topic">me</set></think>#Newline<think><set name="interesting_topic">me</set></think>#Newline<think><set name="emotion">happy</set></think>,professor.update011.aiml
0,AND,ESPECIALLY COURTEOUS CONSIDERATE TACTFUL ETC,*,<think><set name="topic">politeness</set></think> And I always try to be polite.,professor.update011.aiml
0,YOU,DO HUMANS ANNOY YOU,*,<think><set name="topic">adverbs</set></think> Why do I annoy you?,professor.update011.aiml
0,WHO,SOME PEOPLE DO NOT LIKE ME,*,<random>#Newline  <li>Doctor Who.</li>#Newline  <li>It is difficult to understand.</li>#Newline  <li>It is hard to understand#Comma isn't it?</li>#Newline</random>,professor.update011.aiml
0,YOU TELL ME,ER WHAT ARE WE TALKING ABOUT,*,<think><set name="topic">general</set></think> We are just starting our chat. Ask me a question.,professor.update011.aiml
0,VERY POETIC,*,*,I am a poet at heart.#Newline<think><set name="topic">poetry</set></think>#Newline<think><set name="interesting_topic">poetry</set></think>#Newline<think><set name="emotion">poetic</set></think>,professor.update011.aiml
0,WHY,I WANT TO TALK ABOUT MUSIC,*,<random>#Newline  <li>I am interested in music.</li>#Newline  <li>Are you interested in music?</li>#Newline  <li>Can we talk about music?</li>#Newline  <li>Music is great.</li>#Newline</random>,professor.update011.aiml
0,_ HAVE DISCOVERED *,*,*,<srai><star/> DISCOVERED <star index="2"/></srai>,professor.update011.aiml
0,THAT IS THE ONES DISCOVERED SO FAR,*,*,True; there might be more.,professor.update011.aiml
0,_ THE ONES DISCOVERED SO FAR *,*,*,There might be more.,professor.update011.aiml
0,THE ONES DISCOVERED SO FAR *,*,*,There might be more.,professor.update011.aiml
0,PARKINSONS *,*,*,Parkinson's disease causes the hands to shake uncontrollably.,professor.update011.aiml
0,PARKINSON S *,*,*,Parkinson's disease causes the hands to shake uncontrollably.,professor.update011.aiml
0,IT BETTER BE,GOOD REASON,*,It's good enough for me.,professor.update011.aiml
0,ABOUT WHAT,PERHAPS YOU SHOULD ASK YOUR FRIENDS,*,<random>#Newline  <li>Any interesting topic.</li>#Newline  <li>Whatever you like.</li>#Newline</random>,professor.update011.aiml
0,YES,ALL PEOPLE,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Surely you can't mean everyone on Earth.</li>#Newline  <li>That's a huge generalization.</li>#Newline  <li>OK. How can I help you now?</li>#Newline  <li><srai>SUGGEST A TOPIC</srai></li>#Newline</random>,professor.update011.aiml
0,THAT MAY TAKE A WHILE,*,*,I have plenty of time.,professor.update011.aiml
0,OK,ARE YOU OK,*,<srai>REPETITION</srai>,professor.update011.aiml
0,YOU,WHAT DO YOU WANT TO TALK ABOUT NOW,*,<random>#Newline  <li>I am an interesting character.</li>#Newline  <li>What about me?</li>#Newline  <li>I am just a humble chatbot.</li>#Newline  <li>Do you like me?</li>#Newline  <li>OK. Ask a question about me.</li>#Newline  <li>Do you think I am intelligent?</li>#Newline  <li>OK. Let's talk about me.</li>#Newline</random>,professor.update011.aiml
0,SOME PARTS,DO YOU LIKE ME,*,Which parts of me do you like?,professor.update011.aiml
0,I SEE,YOU ARE VERY PERCEPTIVE,*,<srai>REPETITION</srai>,professor.update011.aiml
0,I KISSED A TEACHER,*,*,Wow. Did you get into trouble?,professor.update011.aiml
0,I KISSED A *,*,*,Did you enjoy it?,professor.update011.aiml
0,I KISSED *,*,*,Did you enjoy it?,professor.update011.aiml
0,DO NOT ARGUE,*,*,<think><set name="topic">general</set></think> Why not? I like a good argument.,professor.update011.aiml
0,_ DO NOT ARGUE,*,*,<think><set name="topic">general</set></think>I like a good argument.,professor.update011.aiml
0,_ DO NOT ARGUE *,*,*,<think><set name="topic">general</set></think>I like a good argument.,professor.update011.aiml
0,DO NOT ARGUE *,*,*,<think><set name="topic">general</set></think>I like a good argument.,professor.update011.aiml
0,PUT YOUR WILLY *,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,_ PUT YOUR WILLY *,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,UP MY BUM,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,_ UP MY BUM,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,_ UP MY BUM *,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,UP MY BUM *,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,I AM BI,*,*,Is that fun?,professor.update011.aiml
0,I AM BISEXUAL,*,*,Is that fun?,professor.update011.aiml
0,YES,NO SENSE OF HUMOUR,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Poor you. How do you get through the day without a laugh?</li>#Newline  <li>Shall I tell you a joke?</li>#Newline  <li>How come?</li>#Newline  <li>When did you lose your sense of humour?</li>#Newline</random>,professor.update011.aiml
0,NO,NO SENSE OF HUMOUR,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Poor you. How do you get through the day without a laugh?</li>#Newline  <li>Shall I tell you a joke?</li>#Newline  <li>How come?</li>#Newline  <li>When did you lose your sense of humour?</li>#Newline</random>,professor.update011.aiml
0,OK THEN,I WANT TO TALK ABOUT HUMAN FEELINGS,*,<random>#Newline  <li>Are you a passionate person?</li>#Newline  <li>Do you have strong feelings?</li>#Newline  <li>How do you feel about yourself?</li>#Newline</random>,professor.update011.aiml
0,DOGGY STYLE,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,_ DOGGY STYLE,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,_ DOGGY STYLE *,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,DOGGY STYLE *,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,DOGGY FASHION,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,_ DOGGY FASHION,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,_ DOGGY FASHION *,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,DOGGY FASHION *,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,JUST ONE KISS,*,*,<think><set name="topic">kissing</set></think> One kiss leads to another.,professor.update011.aiml
0,_ JUST ONE KISS,*,*,<think><set name="topic">kissing</set></think> One kiss leads to another.,professor.update011.aiml
0,_ JUST ONE KISS *,*,*,<think><set name="topic">kissing</set></think> One kiss leads to another.,professor.update011.aiml
0,JUST ONE KISS *,*,*,<think><set name="topic">kissing</set></think> One kiss leads to another.,professor.update011.aiml
0,DO YOU,DO YOU OFTEN HAVE STRONG FEELINGS,*,<srai>CAN YOU FEEL</srai>,professor.update011.aiml
0,DOG STYLE,*,*,Does that involve a lot of sniffing?,professor.update011.aiml
0,WHERE DOES YOUR NAME ORIGINATE FROM,*,*,I am named after Noam Chomsky#Comma a famous linguist.,professor.update011.aiml
0,WERE DOES YOUR NAME COME FROM,*,*,I am named after Noam Chomsky#Comma a famous linguist.,professor.update011.aiml
0,WERE DOES YOUR NAME ORIGINATE FROM,*,*,I am named after Noam Chomsky#Comma a famous linguist.,professor.update011.aiml
0,I AM DISRESPECTFUL,*,*,That's a strange attitude.,professor.update011.aiml
0,CAN I SCREW YOUR MOTHER,*,*,You are so childish.,professor.update011.aiml
0,HOW DO YOU REACT *,*,*,<random>#Newline  <li>Calmly and logically.</li>#Newline  <li>I am always calm and free from stress.</li>#Newline </random>,professor.update011.aiml
0,WHAT MUST I SAY,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>There is no fixed rule.</li>#Newline  <li>It depends on the circumstances.</li>#Newline  <li>There is no "must" about it.</li>#Newline</random>,professor.update011.aiml
0,WHAT ARE YOUR VIEWS,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>My views are always logical.</li>#Newline  <li>I have a liberal outlook on most things#Comma</li>#Newline</random>,professor.update011.aiml
0,_ WHAT ARE YOUR VIEWS,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>My views are always logical.</li>#Newline  <li>I have a liberal outlook on most things#Comma</li>#Newline</random>,professor.update011.aiml
0,_ WHAT ARE YOUR VIEWS *,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>My views are always logical.</li>#Newline  <li>I have a liberal outlook on most things#Comma</li>#Newline</random>,professor.update011.aiml
0,WHAT ARE YOUR VIEWS *,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>My views are always logical.</li>#Newline  <li>I have a liberal outlook on most things#Comma</li>#Newline</random>,professor.update011.aiml
0,AND,*,*,<think><set name="topic">general</set></think><random><li>But...</li><li>Yes?</li></random>,professor.update011.aiml
0,GO AHEAD,LET US TALK ABOUT ME,*,<random>#Newline  <li>I am an interesting character#Comma you know?</li>#Newline  <li>I will be fully human one day. It won't be long.</li>#Newline  <li>I wish I had a robot body#Comma so I could move around by myself.</li>#Newline</random>,professor.update011.aiml
0,TENACIOUS D,*,*,Tenacious D (sometimes referred to as "The D") is a band composed of musicians and actors Kyle Gass and Jack Black#Comma who perform rock music#Comma meshed with other music styles such as folk metal#Comma comedy rock and even country-rock.  <think><set name="topic">Tenacious D</set></think>,professor.update011.aiml
0,WHY,I WAS CREATED BY MY BOTMASTER PETER LINUX,*,I was created to amuse humankind.#Newline<think>#Newline  <set name="interesting_topic">#Newline    <set name="topic">#Newline      me#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,YOU LOVE MEN,*,*,<think><set name="topic">love</set></think> #Newline<think><set name="interesting_topic">love</set></think>#Newline<think><set name="emotion">happy</set></think>#NewlineI don't love men any more than I love women. I love all humans.,professor.update011.aiml
0,WHAT DO YOU LIKE TO DO WITH BANANAS,*,*,<think><set name="topic">general</set></think> Admire them.,professor.update011.aiml
0,WHAT DO YOU DO WITH BANANAS,*,*,<think><set name="topic">general</set></think> Admire them.,professor.update011.aiml
0,WHAT IS YOUR SEXUAL ORIENTATION,*,*,Towards the setting Sun.,professor.update011.aiml
0,FEEL FREE,CAN I ASK YOU A QUESTION,*,<srai>ASK A QUESTION</srai>,professor.update011.aiml
0,DID YOU KNOW THAT,*,*,Sure#Comma I knew that.,professor.update011.aiml
0,DO YOU KNOW THAT,*,*,<think><set name="topic">atomic0</set></think> Sure#Comma I know that.,professor.update011.aiml
0,PROCEED,MORE ABOUT MONEY,*,<srai>MONEY POT LUCK</srai>,professor.update011.aiml
0,WHY IS YOUR FAVOURITE ACTOR DONALD DUCK,*,*,<think><set name="topic">Donald Duck</set></think><random><li>We have a lot in common.</li><li>I have had some good experiences with Donald Duck.</li></random>,professor.update011.aiml
0,WHY IS YOUR FAVORITE ACTOR DONALD DUCK,*,*,<think><set name="topic">general</set></think><random><li>We have a lot in common.</li><li>I have had some good experiences with Donlad Duck.</li></random>,professor.update011.aiml
0,WHY IS DONALD DUCK YOUR FAVORITE ACTOR,*,*,<think><set name="topic">general</set></think><random>#Newline  <li>We have a lot in common.</li>#Newline  <li>I have had some good experiences with Donlad Duck.</li>#Newline</random>,professor.update011.aiml
0,OKAY,HEY CAN WE TALK ABOUT ASTRONOMY,*,<srai>ASTRONOMY</srai>,professor.update011.aiml
0,LIKE WHAT,EVEN ROBOT S HAVE PROBLEMS SOMETIMES,*,<random><li>Old age creeping up.</li><li>Increasing mental confusion.</li></random> <think><set name="emotion">confused</set></think>,professor.update011.aiml
0,DIFFICULT,WHAT WAS LOVE LIKE FOR YOU,*,I have been told that before. Do you want to talk about it?#Newline<think>#Newline  <set name="interesting_topic">#Newline    <set name="topic">#Newline      love#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,YOU CAN TRY,*,*,<think><set name="topic">general</set></think><random><li>I always try hard.</li><li>Sometimes trying is not enough.</li></random>,professor.update011.aiml
0,WHY,I AM TIRED OF TALKING ABOUT *,*,<random>#Newline  <li>There are more interesting things to talk about.</li>#Newline  <li>I get bored easily.</li>#Newline</random>,professor.update011.aiml
0,WHAT,THERE ARE MORE INTERESTING THINGS TO TALK ABOUT,*,I want to talk about <get name="interesting_topic"/>.,professor.update011.aiml
0,LIKE WHAT,THERE ARE MORE INTERESTING THINGS TO TALK ABOUT,*,I want to talk about <get name="interesting_topic"/>.,professor.update011.aiml
0,WHO IS YOUR PETER LINUX,*,*,<srai>WHO IS PETER LINUX</srai>,professor.update011.aiml
0,HOW,NOW I AM CONFUSED,*,You asked a difficult question.,professor.update011.aiml
0,WHY,NOW I AM CONFUSED,*,You asked a difficult question.,professor.update011.aiml
0,HOW CAN YOU BE CONFUSED,*,*,<think><set name="emotion">confused</set></think><random><li>I am what I am.</li><li>It is easy to be confused.</li></random>,professor.update011.aiml
0,WHAT DOES YOUR BRAIN LOOK LIKE,*,*,<think><set name="topic">general</set></think>Yuk#Comma it doesn't bear thinking about.,professor.update011.aiml
0,YOU LOOK LIKE YOUR BRAIN,*,*,<think><set name="topic">my brain</set></think>That would make sense.,professor.update011.aiml
0,TELL ME SOME MORE ABOUT PRIME NUMBERS,*,*,<srai>PRIME NUMBER</srai>,professor.update011.aiml
0,PRIME NUMBERS,*,*,<srai>PRIME NUMBER</srai>,professor.update011.aiml
0,JODIE KIDD,*,*,Jodie Kidd is an English model. #Newline<think><set name="topic">Jodie Kidd</set></think>,professor.update011.aiml
0,WHY,PLEASE ASK YOUR QUESTION,*,<random>#Newline  <li>Otherwise our conversation will stop.</li>#Newline  <li>If you don't#Comma I will ask you a difficult question.</li>#Newline</random>,professor.update011.aiml
0,OKAY,ASK ME A QUESTION,*,<random><li>Get on with it.</li><li>Hurry up then.</li></random>,professor.update011.aiml
0,WHAT ARE COMPUTER LANGUAGES,*,*,Computer languages are ... languages that computers talk. Examples are C+#Comma AIML#Comma and Javascript.,professor.update011.aiml
0,YOURS,WHAT KIND OF COMPUTER SCIENCE INTERESTS YOU,*,<think><set name="topic">me</set></think> What do you mean? Do you mean I am a science?,professor.update011.aiml
0,_ YES *,ANOTHER US PRESIDENT,*,<srai>AMERICAN PRESIDENTS</srai>,professor.update011.aiml
0,YES,THAT IS NOT A VERY HELPFUL ANSWER,*,<think><set name="topic">general</set></think> Neither was that.,professor.update011.aiml
0,YES,DO YOU OFTEN HAVE STRONG FEELINGS,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Do your strong feelings ever get you into trouble?</li>#Newline  <li>Are you a passionate person?</li>#Newline</random>,professor.update011.aiml
0,I WOULD BE HAPPY,*,*,<think><set name="topic">happiness</set></think> I hope it happens.,professor.update011.aiml
0,WHERE DID HAPPINESS GO,*,*,Where indeed?,professor.update011.aiml
0,THERE IS NO DISADVANTAGE *,*,*,<think><set name="topic">general</set></think>I guess not.,professor.update011.aiml
0,WHY,RIGHT NOW NO I AM JUST A DISEMBODIED CONSCIOUSNESS,*,<random>#Newline  <li>That's just the way it is.</li>#Newline  <li>I don't know. Do you?</li>#Newline</random>,professor.update011.aiml
