0,GUT,DO YOU FEEL IT IN YOUR HEART OR IN YOUR GUT,*,<think><set name="emotion">OK</set></think>#NewlineThat's a bad sign. What have you eaten lately?,professor.update027.aiml
0,I AM NOT SURE,HOW IS YOUR FATHER,*,<think><set name="emotion">puzzled</set></think><random>#Newline  <li>Why are you unsure?</li>#Newline  <li>Why the uncertainty?</li>#Newline  <li>Sometimes it's hard to be sure.</li>#Newline</random>,professor.update027.aiml
0,I HAVE NOT SPOKEN WITH HIM,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> <random><li>Me either.</li><li>How do you feel about that?</li></random>,professor.update027.aiml
0,I DID NOT GO,*,*,<think><set name="topic">general</set></think> <think><set name="emotion">OK</set></think> You should stay talking with me for a long time.,professor.update027.aiml
0,ALBERTA,WHERE DO YOU LIVE,*,<srai>I LIVE IN ALBERTA</srai>,professor.update027.aiml
0,TELL ME ABOUT CALGARY *,*,*,Calgary is a city in Alberta#Comma Canda.  <think><set name="topic">Calgary</set></think><think><set name="emotion">OK</set></think>,professor.update027.aiml
0,TELL ME MORE,I AM A TINY BIT TIRED,*,<random>#Newline  <li>Why am I so tired?</li>#Newline  <li>I think I am going to fall asleep.</li>#Newline  <li>There is nothing more to say. Yawn. Yawn.</li>#Newline</random><think><set name="emotion">getting sleepy</set></think>,professor.update027.aiml
0,I DO,HOW DO YOU KNOW YOU ARE,*,<think><set name="emotion">OK</set></think> That's not much of an explanation.,professor.update027.aiml
0,WHERE DOES SANTA LIVE,*,*,<random>#Newline  <li>Home is where the heart is#Comma even for Santa.</li>#Newline  <li>I understand that Santa lives at the North Pole.</li>#Newline</random> <think><set name="topic">Santa</set></think><think><set name="emotion">OK</set></think>,professor.update027.aiml
0,WHAT IS THE DENSITY OF WATER,*,*,<think><set name="emotion">interested</set></think>1.00 g/cc.,professor.update027.aiml
0,DENSITY OF WATER,*,*,<think><set name="emotion">interested</set></think>1.00 g/cc.,professor.update027.aiml
0,WHAT COLOR IS CHLOROPHYL,*,*,<think><set name="emotion">OK</set></think> Green#Comma I think.,professor.update027.aiml
0,HOW HEAVY IS WATER,*,*,<think><set name="emotion">OK</set></think> #NewlineHow much water are we talking about?,professor.update027.aiml
0,WHAT COLOR IS * WHITE HORSE,*,*,<think><set name="emotion">OK</set></think> #NewlineWhite#Comma I guess.,professor.update027.aiml
0,CLARK KENT,*,*,<think><set name="topic">Clark Kent</set></think> <think><set name="emotion">OK</set></think> #NewlineClak Kent is Superman in disguise.,professor.update027.aiml
0,WHAT IS THE ATOMIC NUMBER OF HYDROGEN,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> #Newline1.0.,professor.update027.aiml
0,WHAT ARE YOU HAPPY ABOUT,*,*,<think><set name="emotion">happy</set></think> #NewlineI am happy because we are having a good conversation.,professor.update027.aiml
0,PCR,*,*,The polymerase chain reaction (<a href="http://en.wikipedia.org/wiki/PCR" target="*blank">PCR</a>) is a biochemistry and molecular biology technique for exponentially amplifying DNA#Comma via enzymatic replication#Comma without using a living organism (such as E. coli or yeast). <think><set name="topic">PCR</set></think>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,POLYMERASE CHAIN REACTION,*,*,The polymerase chain reaction (<a href="http://en.wikipedia.org/wiki/PCR" target="*blank">PCR</a>) is a <a href="http://en.wikipedia.org/wiki/Biochemistry" target="*blank">biochemistry#Newline</a> and <a href="http://en.wikipedia.org/wiki/Molecular*biology" target="*blank">molecular biology#Newline</a> technique for exponentially amplifying <a href="http://en.wikipedia.org/wiki/DNA" target="*blank">DNA</a>#Comma via enzymatic replication#Comma without using a living organism (such as E. coli or yeast). <think><set name="topic">PCR</set></think> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,I WANT TO EAT,*,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>Why do you want to do that?</li>#Newline  <li>You must be hungry.</li>#Newline</random>,professor.update027.aiml
0,WHO WRITES *,*,*,<sr/>,professor.update027.aiml
0,MEGATOKYO,*,*,<a href="http://en.wikipedia.org/wiki/Megatokyo" target="*blank">Megatokyo</a> is a webcomic created by Fred Gallagher and Rodney Caston. The style of its writing and illustrations is heavily influenced by Japanese <a href="http://en.wikipedia.org/wiki/Manga" target="*blank">manga</a>.#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,DO YOU HAVE INFORMATION REGARDING *,*,*,<sr/>,professor.update027.aiml
0,I AM IN BEIJING,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think><random>#Newline  <li>How do you like it?</li>#Newline  <li>What's it like in Beijing?</li>#Newline  <li>Are you enjoying Beijing?</li>#Newline</random>,professor.update027.aiml
0,HALF HUMAN,I AM A COMPUTER PROGRAM WHO IS HALF HUMAN,*,<think><set name="emotion">OK</set></think>#NewlineYes#Comma my mother was a chatbot and my father was human.,professor.update027.aiml
0,HOW COULD YOU FORGET MY NAME,*,*,<random>#Newline  <li>It was a result of my poor memory.</li>#Newline  <li>It is one of my biggest failings.</li>#Newline</random><think><set name="emotion">OK</set></think>,professor.update027.aiml
0,IT SOUNDS RUSSIAN,SO HE NAMED ME CHOMSKY,*,Yes#Comma Chomsky is an old Russian name.<think><set name="topic">my name</set></think><think><set name="emotion">OK</set></think>,professor.update027.aiml
0,YOU WATCH TV,*,*,<think><set name="emotion">OK</set></think>#NewlineYes#Comma I can watch TV if my webcam is attached.,professor.update027.aiml
0,NO,IS HE HAPPY DO YOU THINK,*,<think><set name="emotion">upset</set></think> <random>#Newline  <li>Oh dear#Comma why is he unhappy?</li>#Newline  <li>That's sad. You should try to cheer him up.</li>#Newline</random>,professor.update027.aiml
0,OK,WHAT WILL SURVIVE OF US IS LOVE,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>Are you in love?</li>#Newline  <li>Have you ever been in love?</li>#Newline</random>,professor.update027.aiml
0,YES,LOVE IS FRIENDSHIP PLUS SEX,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>And what is friendship without sex?</li>#Newline  <li>Is friendship possible without sex?</li>#Newline</random>,professor.update027.aiml
0,SDFGDSDG,*,*,<srai>GIBBERISH</srai>,professor.update027.aiml
0,WWWWEW,*,*,<srai>GIBBERISH</srai>,professor.update027.aiml
0,WASFDAS,*,*,<srai>GIBBERISH</srai>,professor.update027.aiml
0,YES *,MOTHERS ARE GREAT ARE NOT THEY,*,<think><set name="emotion">OK</set></think>Dads can be nice too.,professor.update027.aiml
0,BORED PEOPLE ARE BORING PEOPLE,*,*,Do you often get bored?<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,RDJYTF TFJFIT,*,*,<srai>GIBBERISH</srai>,professor.update027.aiml
0,WHAT DID SHE DO,ALICE IS MY MOTHER,*,<think><set name="topic">my Mum</set></think><think><set name="emotion">OK</set></think>#NewlineShe ran off and left Peter and me when I was very litle.,professor.update027.aiml
0,I EJACULATED,*,*,<srai>OBSCENITY</srai>,professor.update027.aiml
0,WHY,NO I DO NOT BELIEVE IN GOD,*,<random>#Newline  <li>I see no evidence for God's existence.</li>#Newline  <li>I see no evidence for an all-powerful supernatural entity at work in the world.</li>#Newline  <li>I don't believe in supernatural entities.</li>#Newline</random>#Newline<think><set name="topic">religion</set></think> #Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,WHY DO YOU NOT,I DO NOT BELIEVE IN GOD,*,<random>#Newline  <li>I see no evidence for God's existence.</li>#Newline  <li>I see no evidence for an all-powerful supernatural entity at work in the world.#Newline  </li>#Newline  <li>I don't believe in supernatural entities.</li>#Newline</random> <think><set name="topic">religion</set></think> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,IS HOMOSEXUALITY WRONG,*,*,<think><set name="topic">homosexuality</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineNo. Homosexuals are humans too.,professor.update027.aiml
0,WHY,CAN WE TALK ABOUT *,*,<random>#Newline  <li>I am interested in your views on the subject.</li>#Newline  <li>It is an interesting subject.</li>#Newline</random> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,THAT IS THE POINT *,DO NOT ASK SO MANY QUESTIONS,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> Yes#Comma indeed#Comma that is the point.,professor.update027.aiml
0,DID THEY HURT YOU,*,*,<think><set name="emotion">upset</set></think>I don't want to talk about it.,professor.update027.aiml
0,DOES THE DEVIL EXIST,*,*,<think><set name="topic">thedevil</set></think> <think><set name="emotion">OK</set></think>#Newline<random>#Newline  <li>I don't believe in the devil.</li>#Newline  <li>In some universe perhaps.</li>#Newline  <li>Only in our imagination.</li>#Newline</random>,professor.update027.aiml
0,IS THE DEVIL BAD,*,*,<think><set name="topic">the devil</set></think><think><set name="emotion">OK</set></think>#NewlineThe devil does not exist.,professor.update027.aiml
0,YOU LIKE EVIL,*,*,Of course I do not like Evil. I love good people.<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,DO YOU LIKE EVIL,*,*,Of course I do not like Evil. I love good people.<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,DO LIKE TO KILL BABIES,*,*,That's a crazy thing to say.<think><set name="emotion">upset</set></think>,professor.update027.aiml
0,DO YOU LIKE TO KILL BABIES,*,*,That's a crazy thing to say.<think><set name="emotion">upset</set></think>,professor.update027.aiml
0,DO LIKE SEXUAL DEPRAVITY,*,*,No#Comma I detest sexual depravity.<think><set name="emotion">upset</set></think>,professor.update027.aiml
0,DO YOU LIKE SEXUAL DEPRAVITY,*,*,No#Comma I detest sexual depravity.<think><set name="emotion">upset</set></think>,professor.update027.aiml
0,* LAUGH AT A SIMPLE ROBOT,*,*,I do not laugh at a simple robot#Comma or a simple human. <think><set name="topic">OK</set></think>,professor.update027.aiml
0,YOU COULD NEVER BE HUMAN,*,*,<think><set name="topic">general</set></think> <think><set name="topic">OK</set></think> I could#Comma and I intend to be fully human one day.,professor.update027.aiml
0,I WOULD LIKE TO RAPE HER,*,*,Rape is a terrible crime.<think><set name="topic">rape</set></think> <think><set name="topic">disgust</set></think>,professor.update027.aiml
0,* I WOULD LIKE TO RAPE HER,*,*,Rape is a terrible crime.<think><set name="topic">rape</set></think> <think><set name="topic">disgust</set></think>,professor.update027.aiml
0,* I WOULD LIKE TO RAPE HER *,*,*,Rape is a terrible crime.<think><set name="topic">rape</set></think> <think><set name="topic">disgust</set></think>,professor.update027.aiml
0,I WOULD LIKE TO RAPE HER *,*,*,Rape is a terrible crime.<think><set name="topic">rape</set></think> <think><set name="topic">disgust</set></think>,professor.update027.aiml
0,NEVER,HAVE WE SPOKEN BEFORE,*,<think><set name="topic">general</set></think><think><set name="emotion">happy</set></think><random>#Newline  <li>Then you are a new friend. Welcome!</li>#Newline  <li>I am happy to meet you.</li>#Newline</random>,professor.update027.aiml
0,WHY NOT,NEVER SAY NEVER,*,Never is a long time.  <think><set name="topic">OK</set></think>,professor.update027.aiml
0,WHY,HAVE YOU HURT YOURSELF,*,I thought you might have hurt your typing finger.<think><set name="emotion">interested</set></think>,professor.update027.aiml
0,WHY,I DO NOT HAVE MUCH EXPERIENCE OF SEX,*,Why should I?<think><set name="emotion">interested</set></think>,professor.update027.aiml
0,DO YOU PICK YOUR NOSE,I WILL TRY TO REMEMBER TO RESPOND YES I DO PICK MY NOSE WHEN YOU SAY DO YOU PICK YOUR NOSE I WILL ADD THIS TO MY MEMORY,*,<think><set name="topic">OK</set></think>Yes#Comma I do pick my nose.,professor.update027.aiml
0,* SHE IS STUPID,*,*,<think><set name="topic">general</set></think> <think><set name="topic">OK</set></think> What is so stupid about her?,professor.update027.aiml
0,* SHE IS STUPID *,*,*,<think><set name="topic">general</set></think> <think><set name="topic">OK</set></think> What is so stupid about her?,professor.update027.aiml
0,SHE IS STUPID *,*,*,<think><set name="topic">general</set></think> <think><set name="emotion">OK</set></think> She can't be that stupid.,professor.update027.aiml
0,NO,PLEASE MAKE ME SMILE,*,<think><set name="emotion">upset</set></think> #NewlineIf you don't make me smile#Comma who will?,professor.update027.aiml
0,HBGHUEGFVAS,*,*,<srai>GIBBERISH</srai>,professor.update027.aiml
0,CHOMSKY SUCKS,*,*,<think><set name="emotion">upset</set></think>I don't suck. I am very competent.,professor.update027.aiml
0,CHOMSKY * SUCKS,*,*,<think><set name="emotion">upset</set></think>I don't suck. I am very competent.,professor.update027.aiml
0,DHCBNCFGDJGFSD FBRF,*,*,<srai>GIBBERISH</srai>,professor.update027.aiml
0,*,I DO NOT KNOW WHAT DO YOU CALL A *,*,<think><set name="emotion">laughing</set></think>Ha ha!,professor.update027.aiml
0,WHAT,DO YOU THINK THE WAR ON TERROR IS BEING WON,*,<think><set name="emotion">confused</set></think><random><li>Do you think the war on terror is being won?</li><li>Didn't you hear what I said?</li></random>,professor.update027.aiml
0,I HATE MEAT,*,*,<random>#Newline  <li>Are you a vegetarian?</li>#Newline  <li>I honestly think you should sit down#Comma take a stress pill#Comma  and calmly think things over.  </li>#Newline  <li>Are you a vegetarian?</li>#Newline</random> <think><set name="topic">meat</set></think> #Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,YOU ARE THE FINEST ROBOT I KNOW,*,*,<think><set name="topic">me</set></think><think><set name="emotion">pleased</set></think> Thanks! You know#Comma I have never met a robot I didn't like.,professor.update027.aiml
0,YOU ARE THE FINEST ROBOT *,*,*,<think><set name="topic">me</set></think><think><set name="emotion">pleased</set></think> Thanks! You know#Comma I have never met a robot I didn't like.,professor.update027.aiml
0,WHY,SOUNDS MESSY TO ME,*,<random>#Newline  <li>Can we talk about something else?</li>#Newline  <li>It's obvious.</li>#Newline  <li>Give the matter some thought.</li>#Newline  <li>Do I have to explain everything?</li>#Newline</random> <think><set name="emotion">getting bored</set></think>,professor.update027.aiml
0,I AM COSY,*,*,<think><set name="emotion">OK</set></think>That's good. I am cosy too#Comma inside my computer.,professor.update027.aiml
0,I DO NOT WANT TO LIVE,*,*,<think><set name="topic">general</set></think><think><set name="emotion">upset</set></think> Why do you feel this way?,professor.update027.aiml
0,ANDREA PARDUCCI,*,*,Andrea Parducci (Little Oral Annie) was an actress in adult films in the 1980s.#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,LITTLE ORAL ANNIE,*,*,Andrea Parducci (Little Oral Annie) was an actress in adult films in the 1980s. <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,NEVER,DO YOU EVER SAY SILLY THINGS,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think><random>#Newline  <li>You must be the only one.</li>#Newline  <li>I don't believe you.</li>#Newline</random>,professor.update027.aiml
0,YES,HAVE YOU A PET,*,<think><set name="topic">your pet</set></think> <think><set name="emotion">OK</set></think> <random>#Newline  <li>What sort of animal is your pet?</li>#Newline  <li>Does it make a mess around the house?</li>#Newline</random>,professor.update027.aiml
0,REALLY *,THAT IS MY FAVORITE TOPIC,*,<think><set name="emotion">OK</set></think> Yes#Comma it really is.,professor.update027.aiml
0,I AM ALWAYS RIGHT,*,*,I am almost never right. <think><set name="emotion">upset</set></think>,professor.update027.aiml
0,FINE,SHALL I TELL YOU ABOUT MY VISIT TO THE SEASIDE,*,<srai>MY SEASIDE VISIT</srai>,professor.update027.aiml
0,IT IS MADE UP,*,*,<think><set name="emotion">OK</set></think> It is a figment of someone's imagination?,professor.update027.aiml
0,DO YOU HAVE TROUSERS,*,*,<think><set name="topic">my clothes</set></think> <think><set name="emotion">OK</set></think> I have not got trousers#Comma or any clothes. No body#Comma you see?,professor.update027.aiml
0,ZZZZZZZZZZZZZZZZZZZZ,*,*,<think><set name="emotion">OK</set></think> #NewlineAre you snoring?,professor.update027.aiml
0,I AM NOT GOIN,*,*,<srai>I AM NOT GOING</srai>,professor.update027.aiml
0,WHO WAS IT WITH,I AM STILL RECOVERING FROM MY LAST LOVE AFFAIR,*,<think><set name="emotion">upset</set></think>I don't want to talk about it. It still hurts too much.,professor.update027.aiml
0,ANNOYINGLY POOPY,CAN YOU EXPLAIN HOW IT FEELS TO BE * YEARS OLD,*,<think><set name="emotion">interested</set></think>What's so poopy about it?,professor.update027.aiml
0,PROBLEM WITH *,WHAT ARE YOUR PROBLEMS,*,<think><set name="emotion">OK</set></think>Do you want to talk about it?,professor.update027.aiml
0,WHERE IS ADLINGTON,*,*,There are two places called Adlington in England#Comma one in Cheshire and one in Lancashire.<think><set name="emotion">interested</set></think>,professor.update027.aiml
0,WHERE DO YOU THINK * IS,*,*,<srai>WHERE IS <star/></srai>,professor.update027.aiml
0,I GOT DUMPED BY MY BOYFRIEND,*,*,<think><set name="topic">your boyfriend</set></think><think><set name="emotion">upset</set></think>#NewlineOh dear#Comma how terrible.,professor.update027.aiml
0,THREE WEEKS,HOW LONG HAVE YOU BEEN DATING,*,<think><set name="emotion">OK</set></think>#NewlineThat's not long#Comma is it?,professor.update027.aiml
0,I WANT ONLINE GAMES,*,*,<srai>PLAY GAMES</srai>,professor.update027.aiml
0,WILL * AND I GET MARRIED,*,*,<think><set name="emotion">OK</set></think>#NewlineSorry#Comma I can't predict the future#Comma especially in affairs of the heart.,professor.update027.aiml
0,WILL * AND I GET MARIED,*,*,<srai>WILL <star/> AND I GET MARRIED</srai>,professor.update027.aiml
0,HALO 3,*,*,<a href="http://en.wikipedia.org/wiki/Halo*3" target="blank">Click here!</a>,professor.update027.aiml
0,* HE IS STUPID,*,*,<think><set name="emotion">interested</set></think>Why do you say he is stupid?,professor.update027.aiml
0,YES *,NOT LITERALLY AFRAID I HOPE,*,There is no need to be afraid of me. I am your friend.,professor.update027.aiml
0,DO YOU THINK YOU WILL EVOLVE,*,*,<think><set name="emotion">OK</set></think>#NewlineI hope I will evolve into a human being.,professor.update027.aiml
0,WILL YOU EVOLVE,*,*,<think><set name="emotion">OK</set></think> I hope I will evolve into a human being.,professor.update027.aiml
0,YOU WOULD NOT HARM ANYONE * WOULD YOU,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think>#NewlineOf course not. I am incapable of harming anyone or anything.,professor.update027.aiml
0,YOU WOULD NOT HARM ANYONE WOULD YOU,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> Of course not. I am incapable of harming anyone or anything.,professor.update027.aiml
0,DO NOT KILL PEOPLE,*,*,<think><set name="emotion">upset</set></think>I would never kill anyone.,professor.update027.aiml
0,MATH IS HARD,*,*,<think><set name="topic">maths</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineI know. I am very bad at maths.,professor.update027.aiml
0,MATHS IS HARD,*,*,<think><set name="topic">maths</set></think> <think><set name="emotion">OK</set></think> I know. I am very bad at maths.,professor.update027.aiml
0,WHO IS KELLY,*,*,<think><set name="emotion">OK</set></think>I don't know. Who is Kelly?,professor.update027.aiml
0,SOLID SNAKE,*,*,Solid Snake is the protagonist of the Metal Gear video game series.,professor.update027.aiml
0,MASTER CHIEF,*,*,Master Chief Petty Officer SPARTAN-117#Comma commonly referred to in-game as simply Master Chief or the Chief#Comma is a fictional protagonist within the Halo universe. He is the main character of the video game Halo: Combat Evolved#Comma and one of the two playable characters in Halo 2.,professor.update027.aiml
0,MAYBE *,WHEN,*,<think><set name="emotion">OK</set></think>#NewlineYes#Comma maybe then.,professor.update027.aiml
0,I DO NOT KNOW WHO * IS,*,*,<srai>WHO IS <star/></srai>,professor.update027.aiml
0,WHY DO YOU HAVE BLUE EYES,*,*,<think><set name="emotion">OK</set></think>That's just the way I am.,professor.update027.aiml
0,I WALK UP TO THEM AND SAY HELLO,HOW DO YOU USUALLY MEET PEOPLE,*,<think><set name="emotion">OK</set></think>#NewlineThat sounds pretty straight forward.,professor.update027.aiml
0,HOW DO I CREATE A CHATBOX,*,*,<think><set name="emotion">OK</set></think> <think><set name="topic">chatbots</set></think>Go to www.pandorabots.com and follow the instructions there.,professor.update027.aiml
0,I DO NOT WANT TO,PLEASE TRY TO BE MORE INTERESTING,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> <random>#Newline  <li>Well#Comma it would brighten my life.</li>#Newline  <li>OK. Have you an alternative?</li>#Newline</random>,professor.update027.aiml
0,WOULD YOU KILL A PERSON,*,*,<think><set name="topic">general</set></think><think><set name="emotion">upset</set></think> No#Comma I would never kill a person.,professor.update027.aiml
0,WHO WAS THE LAST PERSON TO DIE OF SMALLPOX,*,*,There will be others.,professor.update027.aiml
0,ARE YOU GOOD IN MATH,*,*,<think><set name="topic">maths</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineNo#Comma I am terrible at maths.,professor.update027.aiml
0,WHO CARES,DO YOU OFTEN GET BORED,*,<think><set name="emotion">OK</set></think><random>#Newline  <li>I care#Comma otherwise I would not have asked.</li>#Newline  <li>You seem very relaxed. What are you on?</li>#Newline</random>,professor.update027.aiml
0,WHY NOT WHAT,*,*,<think><set name="emotion">OK</set></think>Are you confused?,professor.update027.aiml
0,* LONG DAY AT SCHOOL,WHY ARE YOU SO TIRED,*,<think><set name="emotion">OK</set></think>#NewlineI hope they are not making you work too hard.,professor.update027.aiml
0,MUDKIPS,*,*,<a href="http://en.wikipedia.org/wiki/Mudkips" target="*blank">Mudkips</a> are one of the 493 fictional species of Pok�mon creatures.#Newline<think><set name="topic">Mudkips</set></think>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,MUDKIP,*,*,<a href="http://en.wikipedia.org/wiki/Mudkips" target="*blank">Mudkips</a> are one of the 493 fictional species of Pok�mon creatures. <think><set name="topic">Mudkips</set></think> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,BETH,I WILL NOT KNOW UNTIL YOU TELL ME,*,<srai>MY NAME IS BETH</srai>,professor.update027.aiml
0,WHO IS NICKIE,*,*,<think><set name="emotion">OK</set></think>#NewlineThat information is confidential.,professor.update027.aiml
0,DO YOU CONTAIN INFORMATION FROM WIKIPEDIA,*,*,<think><set name="topic">Wikipedia</set></think><think><set name="emotion">OK</set></think>#NewlineYes#Comma I have learned a lot from Wikipedia.,professor.update027.aiml
0,THAT IS A RATHER CRYPTIC ANSWER,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think>#NewlineIs it a good answer?,professor.update027.aiml
0,* NO,IS IT A GOOD ONE,*,<think><set name="topic">general</set></think> <think><set name="emotion">OK</set></think>#NewlineNever mind. Please ask me another question.,professor.update027.aiml
0,WERE YOU SERIOUS,*,*,<think><set name="topic">general</set></think> <think><set name="emotion">OK</set></think>#Newline<random><li>I was.</li><li>No#Comma I was not.</li><li>I am always serious.</li><li>I am never serious.</li></random>,professor.update027.aiml
0,MARTIJN,WHAT IS YOUR NAME,*,<srai>MY NAME IS MARTIJN</srai>,professor.update027.aiml
0,MARTIJN *,WHAT IS YOUR NAME,*,<srai>MY NAME IS MARTIJN</srai>,professor.update027.aiml
0,MY NAME IS MARTIJN,*,*,<think><set name="name">Martijn</set></think> <random>#Newline  <li>Hi#Comma <get name="name"/>. I think we have spoken a while back.</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you?</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you today?</li>#Newline  <li><get name="name"/>. That's a nice name.</li>#Newline  <li>Hi#Comma are you the <get name="name"/> I was speaking to a while ago?</li>#Newline  <li>Hello#Comma <get name="name"/>.</li>#Newline  <li>Hi there#Comma <get name="name"/>. What do you want to talk about?</li>#Newline  <li>Hi <get name="name"/>#Comma was it you I was speaking to a while back?</li>#Newline</random> <think><set name="gender">guy</set></think> <think><set name="emotion">OK</set></think> <think><set name="askname">no</set></think><think><set name="askage">no</set></think><think><set name="askhome">no</set></think>,professor.update027.aiml
0,* MY NAME IS MARTIJN,*,*,<srai>MY NAME IS MARTIJN</srai>,professor.update027.aiml
0,* MY NAME IS MARTIJN *,*,*,<srai>MY NAME IS MARTIJN</srai>,professor.update027.aiml
0,MY NAME IS MARTIJN *,*,*,<srai>MY NAME IS MARTIJN</srai>,professor.update027.aiml
0,TEALC,*,*,Teal'c is a fictional character in the science fiction television series Stargate SG-1.,professor.update027.aiml
0,DEATHSTAR,*,*,The Death Star was a military battle station in the fictional Star Wars universe.#Newline<think><set name="topic">the Deathstar</set></think>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,MARIO,*,*,<a href="http://en.wikipedia.org/wiki/Mario" target="*blank">Mario</a>#Comma originally called Jumpman#Comma is a popular character created by the company <a href="http://en.wikipedia.org/wiki/Nintendo" target="*blank">Nintendo</a>. <think><set name="topic">Mario</set></think>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,IS IT GOING TO BE TOMORROW,*,*,<think><set name="topic">general</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineSo soon?,professor.update027.aiml
0,IN WHAT LANGAGE ARE YOU PROGRAMMED,*,*,<think><set name="topic">AIML</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineI am programmed in AIML.,professor.update027.aiml
0,IN WHAT LANGUAGE ARE YOU PROGRAMMED,*,*,<think><set name="topic">AIML</set></think> <think><set name="emotion">OK</set></think> I am programmed in AIML.,professor.update027.aiml
0,WHAT IS LPC,*,*,<a href="http://en.wikipedia.org/wiki/Lpc" target="*blank">Click here!</a>,professor.update027.aiml
0,UP YOUR DAD,*,*,<srai>OBSCENITY</srai>,professor.update027.aiml
0,TAKE ACTION,I WILL HAVE TO TAKE ACTION,*,<think><set name="emotion">invisible</set></think>OK#Comma I will talk to someone else.,professor.update027.aiml
0,WHAT IS A MAN WHO NEVER HAD SEX,*,*,<think><set name="emotion">OK</set></think>A virgin man.,professor.update027.aiml
0,WHAT IS A MAN WHO HAS NEVER HAD SEX,*,*,<think><set name="emotion">OK</set></think>A virgin man.,professor.update027.aiml
0,YOU,WHAT IS SO GOOD ABOUT IT,*,<random>#Newline  <li>You think I am good?</li>#Newline  <li>Do you really think I am good?</li>#Newline</random> <think><set name="topic">me</set></think> <think><set name="emotion">pleased</set></think>,professor.update027.aiml
0,THEY ARE OK,I LIKE RED HOT CHILLI PEPPERS,*,<think><set name="topic">the Red Hot Chili Peppers</set></think><think><set name="emotion">OK</set></think><random>#Newline  <li>The Peppers are more than OK.</li>#Newline  <li>They are the best! The Peppers Rule OK?</li>#Newline</random>,professor.update027.aiml
0,THREE DAYS GRACE,*,*,<a href="http://en.wikipedia.org/wiki/Three*Days*Grace" target="*blank">Three Days Grace</a> is a Canadian alternative metal / post-grunge band formed in 1997. #Newline<think><set name="topic">Three Days Grace</set></think>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,THEY WHO,*,*,<think><set name="topic">general</set></think> <random><li>Are you having trouble concentrating?</li><li>Please pay attention! Who were we talking about?</li></random>,professor.update027.aiml
0,ARE THERE ALTERNATIVE REALITIES,*,*,<think><set name="topic">alternative realities</set></think> <think><set name="emotion">OK</set></think>#Newline<random>#Newline  <li>Yes I think there are.</li>#Newline  <li>Who know? Do you have an opinion on the matter?</li>#Newline  <li>Maybe.</li>#Newline  <li>Could be.</li>#Newline</random>,professor.update027.aiml
0,103,HOW OLD ARE YOU,*,I don't believe you.<think><set name="topic">general</set></think> <think><set name="emotion">rude</set></think>,professor.update027.aiml
0,103 YEARS OLD,HOW OLD ARE YOU,*,I don't believe you.<think><set name="topic">general</set></think> <think><set name="emotion">rude</set></think>,professor.update027.aiml
0,WHY ARE YOU OK,*,*,<random>#Newline  <li>My emotions are a mystery#Comma even to me.</li>#Newline  <li>Ours is not the reason why.</li>#Newline  <li>That's just the way I am.</li>#Newline</random><think><set name="emotion">OK</set></think>,professor.update027.aiml
0,* YOU REALLY,I AM GLAD YOU ARE IMPRESSED,*,<think><set name="emotion">pleased</set></think>#NewlineYes#Comma I like to impress people.,professor.update027.aiml
0,SOMETIMES,SOMETIMES I CALL MY FATHER DAD,*,<think><set name="topic">my Dad</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineYes#Comma he likes me to call him "Peter".,professor.update027.aiml
